city,coverage,providernum,state,speed12,speed11,speed10,speed9,speed8,speed7,speed6,speed5,speed4,speed3,speed2,speed1
butler,98,12,pennsylvania,107.04,93.58,114.5,102.3,90.08,78.83,93.01,134.36,119.96,133.2,96.51,101.87
camp-hill,89.5,19,pennsylvania,83.43,98.96,102.62,149.34,310.27,218.15,147.71,129.5,137.78,148.21,147.91,147.92
canonsburg,99.7,18,pennsylvania,113.01,118.63,113.93,122.9,118.89,125.16,112.91,98.86,126.8,127.29,137.36,129.25
carbondale,0,10,pennsylvania,13.96,14.55,20.59,15.16,22.75,13.77,11.05,19.72,22.89,28.9,22.39,20.43
carlisle,97.6,15,pennsylvania,55.65,65.85,61.1,75.17,105.85,107.68,52.62,104.7,122.08,88.58,104.77,124.86
carnegie,99.1,16,pennsylvania,98.93,81.82,89.74,132.3,144.05,116.39,98.83,98.81,105.49,137.84,144.8,116.63
chalfont,99.9,15,pennsylvania,86.43,96.14,89.24,88.12,92.47,89.54,84.11,93.58,93.71,101.92,96.38,98.39
chambersburg,97.2,13,pennsylvania,76.94,85.77,88.78,76.65,87.45,115.66,138.96,143.37,146.1,105.24,113.82,138.34
chester,99.5,14,pennsylvania,159.33,69.31,83.71,93.29,89.26,87.15,49.01,136.01,116.01,92.29,236.32,98.25
chester-springs,99.9,14,pennsylvania,85.54,79.5,79.45,85.98,95.31,87.85,93.18,94.43,89.37,91.01,128.56,98
clairton,98.7,14,pennsylvania,82.58,86.88,74.75,83.5,88.25,59.09,223.45,103.6,96.46,138.54,96.35,64.59
clarks-summit,98.2,9,pennsylvania,64.61,59.31,78.35,62.5,93.07,90.76,63.47,44.97,31.88,124.67,101.73,121.65
clifton-heights,100,14,pennsylvania,93.1,68.37,106.04,112.23,97.6,122.79,132.11,105.71,71.66,154.03,109.31,114.12
coatesville,99.7,15,pennsylvania,133.36,110.67,280.76,352.22,92.45,186.96,220.92,142.93,96.68,289.53,282.71,290.93
collegeville,91,15,pennsylvania,88.72,89.69,109.31,105.98,104.13,117.55,104.21,105.06,98.2,98.01,130.97,163.78
columbia,99.7,11,pennsylvania,172.64,111.91,111,180.22,159.49,165.6,236.34,118.84,75.36,77.11,155.12,51.4
connellsville,92,12,pennsylvania,69.24,79.22,82.7,90.77,95.41,190.57,196.57,87.06,93.04,246.67,112.86,94.13
conshohocken,99.9,18,pennsylvania,91.37,138.89,143.47,143.3,143.76,142.75,132.6,140.84,141.11,143.97,136.98,100.45
coraopolis,98.9,20,pennsylvania,91.15,91.55,92.92,100.35,97.02,124.91,99.55,98.01,93.17,132.07,119.48,124.43
cranberry-twp,99.9,18,pennsylvania,96.67,98.05,174.79,178.03,208.82,166.92,209.95,234.67,239.12,229.95,230.37,219.86
dallas,95.1,13,pennsylvania,27.78,26.5,18.94,24.08,19.95,18.78,29.75,21.23,17.88,47.51,33.16,36.62
danville,77.1,14,pennsylvania,44.69,45.35,45.41,51.65,81.94,62.28,66.12,54.81,69.27,38.29,54.36,70.65
darby,99.5,15,pennsylvania,96.37,110.9,91.77,79.91,128.86,181.54,93.95,119.09,117.26,136.89,78.48,169.92
denver,98.8,12,pennsylvania,18.55,18.12,21.27,21.45,22.82,20.77,35.74,33.67,22.58,45.01,48.4,39.26
dillsburg,96.8,16,pennsylvania,97.57,112.08,112.71,93.1,140.09,103.42,123.53,82.83,147.83,144.82,105.02,118.33
douglassville,99,16,pennsylvania,197.79,115.34,160.53,107.46,78.77,88.45,98.13,99.89,109.28,31.15,34.4,37.87
dover,97.9,14,pennsylvania,74.68,91.57,93.43,74.87,101.4,128.82,144.06,116.61,116.96,106.85,140.02,131
downingtown,99.9,15,pennsylvania,93.53,106.5,97.31,116.46,139.4,140.1,144.61,184.49,198.85,120.49,133.6,119.12
doylestown,97.9,21,pennsylvania,96.39,111.47,213.65,192.51,342.33,233.01,168.38,155.35,135.99,148.31,146.45,158.68
drexel-hill,100,15,pennsylvania,86.69,126.84,142.25,120.06,124.75,95.15,127.48,133.3,145.04,217.56,207.78,209.43
du-bois,78.8,12,pennsylvania,44.6,61.97,51.77,52.65,103.69,102.96,103.18,104.04,100.16,99.84,98.06,96.85
east-stroudsburg,99,17,pennsylvania,31.66,36.95,43.53,55.3,45.73,45.03,38.17,74.09,58.49,89.96,83.18,83.3
easton,100,16,pennsylvania,65.25,75.95,95.21,103.39,91.3,90.28,76.64,75.42,100.19,93.01,78.52,79.17
elizabethtown,97.5,13,pennsylvania,56.28,71.3,97.56,64.06,116.29,116.39,106.33,156.97,101.07,82.28,82.91,86.67
elkins-park,100,17,pennsylvania,76.6,76.67,108.66,86.32,100.78,91.16,48.22,41.68,64.33,124.62,89,102.33
ellwood-city,94.7,13,pennsylvania,15.44,10.14,10.61,9.72,20.8,68.13,75.28,94.57,87.97,78.63,76.34,72.9
emmaus,100,13,pennsylvania,48.17,50.9,48.08,40.14,48.02,47.73,47.7,47.32,47.75,48.07,48.03,47.56
enola,99.8,15,pennsylvania,109.53,119.33,157.98,160.4,127.68,169.73,109.03,75.71,108.15,73.47,146.36,163.25
ephrata,96,13,pennsylvania,28.66,24.7,29.04,29.66,36.35,28.1,42.28,39.78,46.83,40.05,59.34,71.07
erie,99.5,15,pennsylvania,16.62,13.84,11.19,14.25,78.38,89.07,89.47,85.88,92.24,80.41,69.73,75.44
exton,99.9,20,pennsylvania,122.31,122.65,95.65,102.33,115.88,95.25,86.27,154.1,92.83,99.17,84.16,85.8
feasterville-trevose,98.8,19,pennsylvania,119.19,96.72,105.08,96.91,133.49,284.36,89.46,135.26,98.06,98.56,98.89,97.23
fleetwood,97.8,15,pennsylvania,44.95,39.7,46.88,50.7,38.05,132.18,65.4,64.81,65.4,40.16,39.39,56.84
franklin,99.2,13,pennsylvania,12.41,15.58,10.68,13.13,32.2,99.53,72.45,78.06,90.1,78.13,94.12,82.09
gettysburg,94.4,10,pennsylvania,60.21,84.28,73.96,88.89,109.19,87.66,102.4,148.12,124.72,97.05,128.52,88.02
gibsonia,99.6,15,pennsylvania,68.18,52.29,68.25,72.18,66.04,113.66,67.09,66.49,68.25,68.97,85.55,62.29
gilbertsville,99.9,12,pennsylvania,108.88,103.7,120.02,98.29,151.43,101.25,125.12,111.09,80.14,120.96,80.04,112.81
glen-mills,95.7,15,pennsylvania,73.53,84.85,81.5,92.25,72.48,87.76,93.36,80.79,80.48,92.32,95.27,98.67
glenshaw,99.9,14,pennsylvania,105.05,133.53,65.84,138.81,145.39,101.16,201.2,129.05,88.88,76.25,364.7,76.48
glenside,99.6,16,pennsylvania,82.05,165.18,98.71,108.27,103.33,128.35,118.24,117.91,244.99,257.05,206.04,97.8
greencastle,97.4,10,pennsylvania,81.26,66.99,93.02,126.5,67.22,63.58,54.9,102.05,83.85,91.68,109.08,105.28
greensburg,98.2,19,pennsylvania,89.7,94.39,115.77,89.65,103.24,87.2,129.74,123.99,109.92,108.69,84.26,112.59
greenville,82.5,12,pennsylvania,11.52,10.58,10.67,14.99,43.28,74.04,71.57,112.1,111.99,112.16,112.13,112.16
grove-city,93.1,12,pennsylvania,14.28,11.49,7.41,13.66,22.48,67.77,64.23,106.34,66.81,285.58,91.58,84.22
hanover,99.6,11,pennsylvania,99.65,81.14,101.09,81.72,84.36,81.77,65.54,82.07,82.9,68.43,68.54,64.74
harleysville,99.9,17,pennsylvania,108.4,84.93,119.83,145.69,92.36,100.89,113.33,116.89,140.4,112.6,84.08,132.1
harrisburg,99.4,25,pennsylvania,84.45,77.02,74.69,91.7,107.06,146.24,145.01,145.23,106.68,116.45,120.06,93.7
hatboro,99.2,17,pennsylvania,81.45,89.31,110.26,87.93,93.57,107.51,117.69,55.97,55.94,106.88,126.34,134.8
hatfield,96.6,19,pennsylvania,113.81,85.11,104.88,86.47,90.52,145.79,107.02,126.22,34.96,68.68,86.02,152.46
havertown,100,18,pennsylvania,91.09,93.76,105.76,96.55,143.45,198.76,75.8,94.94,124,190.66,141.89,156.37
hazleton,97.2,13,pennsylvania,29.68,44.35,54.2,44.33,44.27,42.06,121.32,118.85,116.22,63.68,47.9,56.04
hermitage,99.7,13,pennsylvania,17.53,20.18,14.92,18.59,66.59,70.24,90.18,77.17,69.33,77.03,81.43,90.82
hershey,99.8,17,pennsylvania,55.35,79.15,88.32,82.11,68.12,64.34,120.98,128.83,52.47,73.41,73.2,127.33
hollidaysburg,91.5,12,pennsylvania,40.55,38.39,41.86,49.98,52.2,65.81,35.56,74.58,68.26,57.9,55.12,63.36
homestead,99.6,14,pennsylvania,133.03,97.65,143.81,142.72,154.96,94.46,174.15,172.02,117.37,86.46,128.29,125.65
horsham,96.9,19,pennsylvania,91.34,76.3,105.3,89.09,148.95,88.04,81.03,141.03,145.86,84.98,146.47,126.53
hummelstown,100,12,pennsylvania,88.87,97.66,95.49,140.6,89.47,121.22,134.09,114.72,105.6,145.36,213.41,105.36
huntingdon,89.6,12,pennsylvania,69.4,77.79,81.42,110.18,99.44,131.29,131.96,99.49,121.47,161.9,62.96,117.57
huntingdon-valley,100,13,pennsylvania,126.32,81.1,205.01,161.15,233,195.88,203.72,240.78,315.16,230.68,183.93,98.39
indiana,94.8,15,pennsylvania,57.25,57.09,76.3,73.43,80.12,83.8,67.93,107.78,133.23,116.97,81.08,109.47
irwin,99.6,15,pennsylvania,79.59,114.89,106.66,107.48,96.61,127.57,102.12,98.03,94.88,120.45,143.94,130.49
jeannette,99.1,11,pennsylvania,22.9,57.27,58.95,39.77,58.66,5.67,67.55,77.65,39.33,35.68,30.42,33.99
jenkintown,100,20,pennsylvania,104.68,108.7,171.49,102.47,476.39,544.62,248.76,370.68,331.07,155.56,144.32,131.32
johnstown,96.1,15,pennsylvania,60.52,59.26,61.91,72.97,77.24,64.23,60.46,61.71,65.92,55.49,58.75,60.71
kennett-square,99.8,14,pennsylvania,132.07,131.85,141.15,142.21,132.37,152.04,161.56,157.43,160.72,150.1,145.62,162.59
king-of-prussia,99.8,22,pennsylvania,88.87,77.92,69.89,70.34,75.7,90.66,83.49,90.39,92.98,110.01,125.63,168.03
kingston,100,15,pennsylvania,41.49,27.63,34.28,35.48,24.26,18.75,16.28,59.85,61.98,42.63,42.45,68.97
kittanning,94.9,12,pennsylvania,42.47,80.27,37.66,36,46.3,47.24,70.88,48.98,54.05,40.39,78.86,86.82
kutztown,87.5,16,pennsylvania,84.23,46.06,72.9,135.74,46.05,69.44,53.67,68.08,68.15,67.68,59.6,30.32
lake-ariel,10.7,11,pennsylvania,12.44,14.9,22.83,22.65,22.68,20.17,14.56,37.69,44.06,14.99,20.99,22.71
lancaster,99.6,18,pennsylvania,88.01,89.71,98.92,103.61,102.44,93.54,102.47,112.83,97.72,126.64,131.21,125.73
langhorne,98.8,17,pennsylvania,107.67,90.33,107.9,98.35,104.16,106.16,100.5,82.16,81.38,96.86,109.09,117.67
lansdale,99.5,18,pennsylvania,84.11,88.21,105.13,97.97,125.46,145.54,191.54,211.13,198.94,90.79,86.15,98.46
lansdowne,100,16,pennsylvania,156.9,145.57,103.09,89.12,160.48,156.81,170.29,170.3,145.9,158.5,158.36,170.11
latrobe,94.5,16,pennsylvania,72.81,141.68,64.03,75.33,76.33,86.86,58.95,94.69,98.71,96.17,100.87,126.78
lebanon,99.5,17,pennsylvania,70.47,73.78,91.42,86.12,96.75,107.64,100.41,96.7,95.13,92.95,96.49,145.52
lehighton,100,11,pennsylvania,33.76,22.47,33.36,38.21,36.9,25.53,45.42,36.63,28.48,37.19,65.66,52.1
levittown,97.5,16,pennsylvania,89.63,96.36,97.99,98.93,146.89,115.62,112.92,145.32,97.65,142.02,122.58,141.81
lewisburg,72.4,11,pennsylvania,46.2,44.9,46.91,65.52,45.06,61.55,60.25,57.36,82.63,70.19,83.98,55.38
lewistown,86.1,11,pennsylvania,37.41,59.41,54.52,71.63,71.33,103.21,95.85,96.67,138.63,71.28,72.65,73.33
lititz,98.6,14,pennsylvania,35.98,28.71,39.01,64.13,51.48,56.28,47.95,41.02,38.54,65.45,97.44,107.65
lock-haven,93.3,13,pennsylvania,67.36,87.5,70.54,137.66,140.99,142.32,145.47,100.8,116,68.41,138.49,131.17
macungie,99.8,17,pennsylvania,35.91,42.13,51.6,43.25,57.56,64.06,61.53,44.84,60.27,51.58,51.49,43.54
malvern,99.9,20,pennsylvania,93.52,116.65,134.15,145.97,81.68,135.54,133.89,121.63,76.63,140.42,143.88,149.01
manheim,98.3,14,pennsylvania,21.01,21.87,67.88,57.19,41.86,45.5,48.66,37.64,44.26,42.67,58.87,78.96
marcus-hook,98.4,15,pennsylvania,97.12,91.02,100.82,78.79,87.5,85.15,87.2,90.33,122.1,66.49,95.86,131.31
mars,97.2,16,pennsylvania,170.59,180.24,128.31,137.25,199.8,186.07,170.91,169.87,178.13,218.48,212.92,86.5
mc-donald,99.1,14,pennsylvania,15.54,25.1,43.17,38.46,39.19,26.16,39.09,32.59,6.91,1.64,1.49,15.5
mc-kees-rocks,99.8,18,pennsylvania,75.67,90.5,97.06,96.84,98.37,90.38,88.96,144.96,134.74,91.28,141.46,144.76
mckeesport,98.4,16,pennsylvania,78.62,93.59,124.41,111.08,113.86,188.49,133.94,133.85,54.79,55.21,45.96,36.45
meadville,94.1,10,pennsylvania,37.62,29.9,8.41,28.45,91.48,92.14,88.86,93.65,92.92,51.2,52.28,53.09
mechanicsburg,99.2,20,pennsylvania,96.38,103.41,103.71,119.98,127.68,93.27,91.52,140.62,142.79,142.24,118.84,145.47
media,98.7,16,pennsylvania,88.75,79.69,90.03,81.5,652.55,580.28,88.62,80.31,80.82,98.3,99.78,134.55
middletown,98.9,14,pennsylvania,146.41,148.92,149.92,150.62,151.69,148.09,142.74,152.8,95.72,96.2,135.58,112.02
milford,99.9,11,pennsylvania,27.58,24.81,29.45,41.07,50.7,56.73,55.38,56.82,57.1,44.62,68.91,67.29
monroeville,99.2,19,pennsylvania,93.67,83.53,98.98,92.3,108.26,90.92,165.09,94.13,97.21,126.46,149.67,125.93
morrisville,99.8,14,pennsylvania,93.98,86.26,91.59,101.26,102.66,109.28,118.85,106.72,137.72,118.24,100.08,122.48
moscow,82.1,9,pennsylvania,42.19,36.06,77.6,36.78,63.71,77.63,107.77,63.02,89.86,82.38,99.9,86.08
mount-joy,98.6,11,pennsylvania,74.16,101.22,112.51,102.34,107.16,134.83,128.97,101.51,126.4,114.16,150.22,119.73
mount-pleasant,94.8,13,pennsylvania,112.16,93.4,69.41,82.72,89.61,92.98,86.97,65.63,82,98.85,100.4,91.11
mountain-top,98.8,14,pennsylvania,16.64,17.51,20.81,99.94,37.51,63.6,46.62,68.66,70.17,47.27,55.66,28.1
myerstown,96.7,10,pennsylvania,113.73,114.31,114.55,114.21,114.29,114.23,114.72,114.34,167.8,166.17,100.25,72.78
nazareth,100,13,pennsylvania,52.65,53.8,48.1,46.26,99.95,100.78,102.67,231.11,162.87,97.51,122.72,72.88
new-castle,99.4,13,pennsylvania,13.53,9.38,7.75,10.56,39.13,107.58,103.99,140.39,132.78,128.65,125.14,125.64
new-cumberland,99.4,14,pennsylvania,84.47,99.53,105.29,109.53,122.64,104.9,121.21,145.87,125.64,162.41,220.81,129.56
new-holland,93.7,13,pennsylvania,31.99,50.89,51.46,57.26,55.96,38.5,65.43,72.44,104.64,64.22,65.75,68.33
new-hope,99.6,16,pennsylvania,214.11,214.89,216.08,216.49,215.61,181.71,205.22,258.39,200,254.34,254.59,182.84
new-kensington,99.6,15,pennsylvania,88.14,94.99,81.73,97.53,78.36,77.96,120.56,127.81,88.02,149.51,101.45,112.71
newtown,98.2,15,pennsylvania,144.03,121.18,133.82,123.82,123.24,89.59,80.07,186.22,220.44,181.32,204.91,228.34
newtown-square,97.4,18,pennsylvania,91.47,76.46,93.14,88.44,74.21,29.6,80.64,94.16,107.84,75.33,107.73,29.05
norristown,99.4,20,pennsylvania,103.75,124.08,115.03,110.12,199.81,222.79,215.28,144.79,145.45,127.42,117.6,123.3
north-wales,99.9,18,pennsylvania,92.26,90.87,272.29,316.88,322.11,274.34,273.12,289.24,283.64,295.02,312.69,277.3
northampton,100,13,pennsylvania,52.08,68.15,86.91,52.72,52.86,59.63,116.2,77.76,129.89,120.95,104.9,131.24
oil-city,97.7,12,pennsylvania,17.58,16.55,7.26,12.65,21.48,74.37,106.84,119.4,73.19,67.67,80.16,151.61
oxford,93.7,16,pennsylvania,142.49,82.56,83.8,112.11,93.21,66.1,98.17,73.56,121,81.52,92.81,91.15
palmyra,100,11,pennsylvania,82.67,92.09,90.38,103.71,107.43,143.22,145.35,169.78,145.96,99.63,111.56,92.45
perkasie,99.2,15,pennsylvania,124.23,91.37,94.34,97.62,120.91,116.91,140.07,107.83,98.05,142.23,149.5,126.55
philadelphia,99.1,34,pennsylvania,91.75,88,93.42,94.84,112.31,125.69,105.52,106.03,95.37,106.05,108.11,103.4
phoenixville,98.1,16,pennsylvania,91.31,94.71,130.78,161.15,135.29,145.67,124.81,117.21,104.08,153.55,149.56,155.58
pittsburgh,99.4,27,pennsylvania,76.49,82.24,84.14,89.59,102.36,101.79,96.55,95.59,95.49,98.93,97.24,94.12
pittston,98.7,15,pennsylvania,64.86,68.23,71.05,55.85,83.81,83.32,71.74,132.86,125.91,110.77,84.98,66.24
plymouth-meeting,97,20,pennsylvania,136.59,128.77,122.62,111.18,134.91,126.53,241.97,233.37,170.12,247.47,207.74,210.86
pottstown,99.8,17,pennsylvania,108.49,98.41,99.11,108.12,129.15,114.59,100.22,165.25,178.38,161.08,173.45,202.1
pottsville,93.1,14,pennsylvania,87.54,76.05,68.82,92.21,104.73,67.79,60.59,102.09,103.55,106.88,99.83,102.94
punxsutawney,84.5,10,pennsylvania,42.07,53.74,102.83,50.84,86.84,71.83,130.93,94.5,118.79,154.69,68.08,148.08
quakertown,99.5,18,pennsylvania,126.06,131.3,115.64,108.76,97.86,247.27,216.39,219.86,102.67,246.29,260,186.97
reading,99.2,27,pennsylvania,56.98,64.06,55.42,51.98,67.86,73.31,89.28,96.53,80.51,115.84,119.39,85.72
red-lion,97.6,11,pennsylvania,84.02,69.19,79.67,88.16,82.79,116.92,148.61,159.43,121.59,125.98,131.23,124.11
royersford,99.3,16,pennsylvania,104.71,94.61,97.56,93.56,141.4,134.12,123.28,117.27,87.01,138.58,152.2,123.33
schwenksville,99.9,13,pennsylvania,97.35,80.44,95.96,80.75,141.3,140.12,110.9,119.89,112.93,125.94,134.43,136.42
scranton,98.6,16,pennsylvania,64.89,77.18,92.24,69.85,94.65,117.35,95.14,97.56,77.83,91.96,93.36,96.35
selinsgrove,83.3,12,pennsylvania,147.97,135.62,132.54,150.79,146.81,147.08,145.53,144.14,145.01,149.31,146.41,146.77
sewickley,99.6,16,pennsylvania,64.76,58.42,63.67,64.28,75.7,61.6,60.41,97.71,73,95.53,148.72,114.79
sharon,100,10,pennsylvania,15.74,19.36,20.91,21.18,29.18,86.29,87.62,60.45,46.09,65.5,43.08,77.85
shippensburg,93.3,11,pennsylvania,37.9,27.78,39.21,68.69,16.28,10.91,90.66,56.01,60.65,71.33,66.98,58.72
slippery-rock,93.1,12,pennsylvania,11.57,15.06,8.24,10.53,23.82,80.21,72.42,67.79,83.77,65.14,64.26,53.28
somerset,93.6,11,pennsylvania,58.98,76.53,71.52,67.1,88.21,104.6,150.88,62.92,55.02,59.62,66.39,103.46
souderton,100,13,pennsylvania,178.97,169.97,208.58,171.31,98.99,77.91,64.3,147.94,167.51,97.59,98.26,129.27
southampton,99.8,17,pennsylvania,484.5,388.24,273.37,143.64,81.32,85.8,183.06,53.3,79.51,143.65,176.36,208.49
springfield,99.2,14,pennsylvania,89.38,81.03,94.35,129.39,208.94,251.69,142.97,137.59,98.81,120.53,127.76,161.67
state-college,97.8,18,pennsylvania,73.96,76.13,84.13,86.35,99.11,112.79,76.54,66.9,109.16,100.28,99.24,96.22
stroudsburg,99.7,15,pennsylvania,85.63,69.49,75.65,66.42,58.12,58.28,58.08,58.84,57.33,57.3,78.63,72.25
sunbury,89.4,10,pennsylvania,51.43,66.39,90.47,44.66,44.27,84.4,109.96,56.28,68.96,52.85,56.43,33.57
telford,99.6,15,pennsylvania,69.61,74.63,107.32,81.6,80.1,79.43,85.67,65.67,58.45,80.27,84.03,79.95
tobyhanna,99.3,9,pennsylvania,27.14,24.63,35.33,49.3,30.22,29.03,28.83,29.08,27.73,50.51,90.36,94.83
uniontown,96.6,14,pennsylvania,49.51,53.72,54.63,54.01,50.1,55.2,56.53,59.8,62.7,57.45,56.01,56.05
upper-darby,99.7,16,pennsylvania,81.13,84.81,68.55,97.86,75.88,68.63,73.33,55.97,60.29,90.95,76.34,86.01
verona,100,12,pennsylvania,94.63,95.55,89.39,95.29,80.53,51.56,109.39,116.8,34.37,34.59,38.16,67.23
warminster,99.2,19,pennsylvania,98.21,93.72,87.88,110.76,94,92.65,55.79,55.74,56.12,98.32,146.67,167.58
warren,91.5,11,pennsylvania,10.32,11.96,6.35,12.97,9.41,49.01,47.92,49.23,44.36,52.06,49.96,42.56
warrington,99.5,17,pennsylvania,106.59,79.77,81.01,117.81,89.66,94.34,91.4,93.56,128.12,93.89,104.47,87.02
washington,97.3,18,pennsylvania,81.78,121.49,71.32,91.26,93.85,95.31,101.38,159.82,95.99,103.1,170.68,140.68
wayne,97,18,pennsylvania,150.45,205.86,232.18,319.59,363.7,344.3,358.09,337.16,273.05,305.79,356.32,272.05
waynesboro,95.3,12,pennsylvania,163.97,124.58,126.38,106.15,114.56,138.83,142.57,147.32,142.61,120.77,138.93,141.86
waynesburg,77.1,9,pennsylvania,48.05,44.2,65.48,42.47,120.19,84.81,130.1,60.32,78.69,92.4,113.29,109.13
west-chester,99.2,19,pennsylvania,151.58,120.44,111.71,109.88,124.1,134.52,101.72,134.66,98.43,133.75,127.27,134.94
west-mifflin,99.6,14,pennsylvania,104.02,82.45,99.18,104.57,148.39,116.94,188.05,165.92,115.97,155.06,94.24,134.17
wexford,99.7,17,pennsylvania,104.28,99.95,102.92,96.71,99.44,115.33,99.88,101.46,100.95,176.93,178.15,176.3
whitehall,100,15,pennsylvania,59.3,64.35,60.26,55.34,101.92,98.71,97.2,99,100.78,104.99,94.99,95.77
wilkes-barre,100,14,pennsylvania,23.82,32.29,59.69,23.81,29.27,36.66,58.29,95.9,96.69,94.31,43.58,33.57
williamsport,98.8,12,pennsylvania,97.54,80.36,86.22,98.92,100.58,100.47,125.68,193.3,183.97,113.57,119.11,129.42
willow-grove,99.3,17,pennsylvania,118.31,105.81,115.63,101.12,134.71,128.28,123.93,147.01,145.56,142.98,144.74,135.48
york,98.4,17,pennsylvania,63.81,62.11,62.5,59.87,142.6,153.3,123.75,77.43,91.09,65.84,80.04,89.05
barrington,99.9,10,rhode-island,81.47,119.2,139.83,144.38,127.32,136.89,101.21,103.61,114.71,108.1,115.88,99.23
bristol,100,11,rhode-island,121.72,115.62,115.8,133.52,126.23,74.24,81.16,105.34,106.76,111.04,118.86,113.88
central-falls,100,16,rhode-island,238.68,139.49,4.46,293.59,104.11,106.12,50.69,87.35,114.96,254.86,262.3,249.33
charlestown,99.3,10,rhode-island,152.68,157.08,148.56,153.85,155.1,142.94,154.25,154.35,146.67,143.33,163.09,156.53
chepachet,99.8,10,rhode-island,59.38,61.64,100.95,111.06,115.98,36.45,115.44,89.08,139.51,103.36,266.15,209.42
coventry,99.7,13,rhode-island,79.19,66.72,80.29,83.35,54.85,85.53,35.78,38.06,29.15,102.59,122.14,114.27
cranston,95.2,16,rhode-island,79.11,82.15,88.05,91.98,101.68,103.25,118.67,92.94,95.78,99.28,99.32,115.57
cumberland,99.9,15,rhode-island,87.32,82.22,106.07,87.07,82.5,95.05,91.38,79.2,106.16,102.99,96.97,101.22
east-greenwich,100,15,rhode-island,100.73,81.75,84.55,83.69,81.22,81.4,81.66,81.31,80.98,81.15,88.5,137.04
east-providence,99.6,17,rhode-island,104.14,74.23,96.2,87.04,97.11,96.55,94.62,82.53,82.89,96.02,97.95,90.81
exeter,95.6,10,rhode-island,132.19,116.75,157.57,76.37,73.57,54.45,157.18,100.43,244.95,77.97,81.08,117.65
foster,99,10,rhode-island,113.72,79.96,90.02,96.57,86.16,269.76,69.2,92.88,41.39,125.02,64.23,180.39
greenville,100,14,rhode-island,52,78.86,112.21,136.91,92.55,89.5,134.51,221.08,281.23,96.02,112.32,58.38
harrisville,99.7,10,rhode-island,109.76,157.96,166.06,88.75,55.9,55.57,55.6,72.52,77.29,60.39,142.34,159.17
hope-valley,98,12,rhode-island,418.09,102.67,66.97,64.45,83.95,97.38,96.74,77.96,73.52,77.75,96.76,97.58
jamestown,99.9,9,rhode-island,67.76,132.24,191.65,63.58,56.74,88.19,25.34,71.16,70.04,95.32,115.56,115.02
johnston,100,14,rhode-island,65.65,93.97,71.95,40.53,98.71,261.21,262.99,195.53,101.35,38.31,51.23,98.27
kingston,89.4,10,rhode-island,151.91,317.48,146.6,187.84,147.55,159.14,152.91,182.27,92.76,144.45,119.41,151.7
lincoln,99.9,14,rhode-island,88.2,72.85,77.58,64.73,104.47,167.43,168.83,139.7,118.56,228.95,187.36,187.82
middletown,96.8,14,rhode-island,68.25,86.84,78.26,86,90.66,98.17,97.84,87.66,90.98,86.11,87.17,88.49
narragansett,99.8,11,rhode-island,81.01,82.09,82.07,82.27,83.44,89.88,142.77,88.42,96.5,124.01,131.25,104.42
newport,92,11,rhode-island,99.65,119.41,111.55,102.03,96.61,101.7,84.23,84.56,85.77,88.37,90.25,90.16
north-kingstown,99.4,13,rhode-island,80.87,93.89,94.71,83.24,120.09,101.6,79.66,96.44,95.45,92.56,99.44,99.62
north-providence,95.3,12,rhode-island,80.4,91.28,129.61,100.07,93.19,97.55,97.04,82.71,56.14,91.17,100.33,96.49
north-scituate,99.8,10,rhode-island,76.91,77.29,80.38,65.55,85.54,60.54,80.27,54.4,180.28,149.29,167.94,135.39
north-smithfield,99.7,12,rhode-island,151.07,107.26,79.86,58.37,134.42,31.1,39.44,80.45,157.94,107.9,87.05,58.79
pascoag,99.3,13,rhode-island,101.22,87.95,94.23,79.93,79.47,76.79,89.45,75.76,45.6,54.57,92.54,80.07
pawtucket,98.8,16,rhode-island,73.86,83.65,78.31,86.17,98.64,83.04,91.64,81.6,80.48,85.68,87.74,81.18
portsmouth,98.9,10,rhode-island,76.57,76.17,65.6,137.01,97.5,95.54,132.64,87.75,87.73,98.16,99.42,84.37
providence,98,17,rhode-island,106.59,104.77,103.55,115.3,85.44,91.7,95.14,93.99,100.04,139.16,139.61,120.56
riverside,99.5,14,rhode-island,120.02,314.87,79.28,127.81,80.21,160.27,78.86,80.87,130.02,97.07,205.16,104.7
rumford,100,17,rhode-island,74.81,29.45,68.29,64.51,75.34,95.46,64.75,72.56,409.82,51.66,66.21,97.97
saunderstown,99.9,11,rhode-island,55.71,59.27,53.53,259.27,80.85,52.62,70.81,63.68,96.05,80.3,249.72,224.34
smithfield,99.1,12,rhode-island,57.48,86.83,92.52,95.92,91.74,91.68,91.72,101.14,93.58,90.12,80.96,83.9
tiverton,98.3,11,rhode-island,93.62,94.14,91.1,112.06,83.11,66.77,67.64,82.28,71.14,74.22,86.58,189.87
wakefield,99.8,13,rhode-island,201.76,144.72,143.27,186.13,145.91,136.04,132.39,134.2,121.36,107.73,115.72,131.97
warren,100,11,rhode-island,37.34,54.63,50.37,111.48,47.88,77.08,54.09,57.13,70.66,65.19,80.02,67.88
warwick,98.1,17,rhode-island,114.17,87.29,96.55,105.04,66.93,79.68,102.74,100.33,105.13,81.66,102.33,102.93
west-greenwich,99.4,14,rhode-island,124.86,59.45,49.83,79.24,106.37,101.57,76.35,74.24,95.02,110.6,97.39,67.52
west-kingston,98.5,11,rhode-island,60.09,93.42,145.57,91.94,86.64,70.4,80.5,76.53,34.32,50.09,85.59,297.11
